"","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"134","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Astellas Pharma US Inc",100000000137,"Astellas Pharma US Inc","IL","United States",1300,"08/28/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",101667654,"Covered","Lexiscan","Myrbetriq","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"135","Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",127.92,"09/25/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308970,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"136","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE PACIFIC ST","GASTROENTEROLOGY SOCIETY, BOX 356424","SEATTLE","WA","98195","Salix Pharmaceuticals, Ltd",100000010796,"Salix Pharmaceuticals, Ltd","NC","United States",500,"10/25/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",104024444,"None","","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"137","Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",50.96,"08/01/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",102108020,"Covered","","","","","","","","","","","UROLOGY","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"138","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 Ne Pacific St","","Seattle","WA","98195","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",1500,"09/08/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","Exhibit Display Fee","No",174051742,"Covered","FASLODEX","","","","","0003100720","","","","","","","","","","1959 Ne Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"139","Covered Recipient Teaching Hospital",503300,1025,"Seattle Children'S Hospital","4800 Sand Point Way NE","S-100","Seattle","WA","98105","QIAGEN Sciences LLC",100000005480,"QIAGEN Sciences, LLC","MD","United States",670,"11/13/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",103083368,"Covered","","","","","","","","","","","QUANTIFERON - TB GOLD QFT","","","","","4800 Sand Point Way NE, Seattle, WA 98105",-122.283265,47.6626378
"140","Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Otsuka America Pharmaceutical, Inc.",100000010723,"Otsuka America Pharmaceutical, Inc.","MD","United States",500,"11/14/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",105152288,"Covered","SAMSCA","","","","","5914802050","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"141","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",168.77,"09/18/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308594,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"142","Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Ethicon Inc.",100000000122,"Ethicon Inc.","NJ","United States",5982,"10/25/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",100657446,"Covered","","","","","","","","","","","Endoscopy# Other","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"143","Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",102.65,"11/13/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308984,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"144","Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",2500,"10/01/2013",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",101547384,"None","","","","","","","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"145","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Roche Diagnostics Corporation",100000005419,"Roche Diagnostics Corporation","IN","United States",1672.06,"12/31/2013",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","","No",103805260,"Covered","","","","","","","","","","","MD - Virology","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"146","Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","SEATTLE","WA","98122","Vascular Solutions, Inc.",100000000206,"Vascular Solutions, Inc.","MN","United States",1000,"11/14/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",101647596,"None","","","","","","","","","","","","","","","","747 Broadway, SEATTLE, WA 98122",-122.3220878,47.6088589
"147","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Alexion Pharmaceuticals, Inc.",100000005462,"Alexion Pharmaceuticals, Inc.","CT","United States",3085,"10/16/2013",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",103207170,"Covered","SOLIRIS","","","","","2568200101","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"148","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",10,"12/31/2013",1,"In-kind items and services","Education","","","","","No Third Party Payment","","","","","No",164007328,"Covered","","","","","","","","","","","ORTHOPEDICS","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"149","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",92.87,"09/04/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308592,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"150","Covered Recipient Teaching Hospital",503300,1025,"Seattle Children's Hospital","Clinical Lab Microbiology","4800 Sand Point Way NE","Seattle","WA","98105","BioFire Diagnostics, LLC",100000011147,"BioFire Diagnostics, LLC","UT","United States",200,"09/24/2013",2,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","Acrylic Riser for FilmArray System","No",105180490,"Covered","","","","","","","","","","","FilmArray System","","","","","Clinical Lab Microbiology, Seattle, WA 98105",-122.2683743,47.6614244
"151","Covered Recipient Teaching Hospital",500088,1038,"PUBLIC HOSPITAL DISTRICT #1 OF KING COUNTY","400 S 43RD ST","","RENTON","WA","98055","Eli Lilly and Company",100000000066,"LILLY USA, LLC","IN","United States",362.67,"08/15/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",100185006,"None","","","","","","","","","","","","","","","","400 S 43RD ST, RENTON, WA 98055",-122.2143069,47.4424335
"152","Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.78,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Equpment Loans","No",103732668,"Covered","","","","","","","","","","","Minimally Invasive Hemodynamic Monitoring","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"153","Covered Recipient Teaching Hospital",500129,1031,"MULTICARE HEALTH SYSTEM","315 MARTIN LUTHER KING JR WAY","MULTICARE DISTRIBUTION CENTER","TACOMA","WA","98405-4234","Helena Laboratories Corporation",100000005555,"Helena Laboratories Corporation","TX","United States",2365,"09/20/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",109955092,"Covered","","","","","","","","","","","CONTAINER SPIFE 2000-3000 ASSY","","","","","315 MARTIN LUTHER KING JR WAY, TACOMA, WA 98405-4234",-122.4529682,47.2593601
"154","Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Genentech, Inc.",100000000226,"Genentech USA, Inc.","CA","United States",2500,"09/06/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",174460642,"Covered","Lucentis","","","","","5024208001","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"155","Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","GlaxoSmithKline, LLC.",100000005449,"GlaxoSmithKline, LLC.","NC","United States",1500,"10/10/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",104562234,"None","","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"156","Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Daiichi Sankyo Inc.",100000000195,"Daiichi Sankyo Inc.","NJ","United States",7000,"10/25/2013",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","No","","","No",100876630,"None","","","","","","","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"157","Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","St. Jude Medical, Inc.",100000000310,"St. Jude Medical, Inc.","MN","United States",365.32,"09/28/2013",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","No","","","No",100614614,"None","","","","","","","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"158","Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",168.77,"12/11/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308988,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"159","Covered Recipient Teaching Hospital",500050,1040,"Peacehealth Southwest Medical Center","200 NE Mother Joseph Pl Ste 400","","Vancouver","WA","98664","ACell, Inc.",100000046254,"ACell, Inc.","MD","United States",2565,"12/13/2013",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","No","","","No",220131832,"None","","","","","","","","","","","","","","","","200 NE Mother Joseph Pl Ste 400, Vancouver, WA 98664",-122.5800895,45.6241511
"160","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","4311 11TH AVE NE","STE 500","SEATTLE","WA","98105","Novo Nordisk AS",100000000163,"Novo Nordisk AS","","Denmark",3000,"09/12/2013",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","No","","Fair market value compensation for serving as a medical expert to Novo Nordisk and for providing medical and scientific information or advice on topics such as the marketplace, products, therapeutic areas and the needs of patients.","No",221570890,"None","","","","","","","","","","","","","","","","4311 11TH AVE NE, SEATTLE, WA 98105",-122.3169304,47.6604405
"161","Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.11,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Equpment Loans","No",103732628,"Covered","","","","","","","","","","","Minimally Invasive Hemodynamic Monitoring","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"162","Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","PO BOX 5299","","TACOMA","WA","98415","Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC","NJ","United States",300,"09/12/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",101597274,"Covered","AUVIQ","","","","","0024-5833-02","","","","","","","","","","PO BOX 5299, TACOMA, WA 98415",-122.44,47.25
"163","Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",130.84,"08/28/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308834,"Covered","","","","","","","","","","","Controls","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"164","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",123.6,"10/23/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",105374096,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"165","Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",1422,"10/02/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102307574,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"166","Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",2000,"09/18/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","Exhibit Display Fee","No",101175042,"Covered","BRILINTA","","","","","0001860777","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"167","Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",720,"09/25/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102307424,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"168","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",23.05,"08/29/2013",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",105375532,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"169","Covered Recipient Teaching Hospital",500050,1040,"Peacehealth Southwest Medical Center","200 NE Mother Joseph Pl","Ste 400","Vancouver","WA","98664","Cochlear Ltd",100000005734,"Cochlear Americas","CO","United States",1100,"09/25/2013",1,"In-kind items and services","Grant","","","","","No Third Party Payment","","","","Equipment for use with patient","No",105358632,"Combination","","","","","","","","","","","Baha","","","","","200 NE Mother Joseph Pl, Vancouver, WA 98664",-122.5800895,45.6241511
"170","Covered Recipient Teaching Hospital",500044,292,"Spokane Washington Hospital Company Llc","800 W 5th Ave","","Spokane","WA","99204","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",335.09,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Equpment Loans","No",103732678,"Covered","","","","","","","","","","","Minimally Invasive Hemodynamic Monitoring","","","","","800 W 5th Ave, Spokane, WA 99204",-117.4232933,47.6520086
"171","Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Novartis Pharmaceuticals Corporation",100000000228,"Novartis Pharmaceuticals Corporation","NJ","United States",5000,"11/14/2013",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",103026296,"None","NON_BRAND","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"172","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","DePuy Synthes Sales Inc.",100000005706,"DePuy Orthopaedics Inc.","IN","United States",10000,"09/06/2013",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","Educational","No",100701182,"Covered","","","","","","","","","","","CMF","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"173","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",89,"11/05/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",105374922,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"174","Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Endologix, Inc.",100000000079,"Endologix, Inc.","CA","United States",4250,"12/30/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",100499218,"Covered","","","","","","","","","","","AFX","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"175","Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",55125,"12/31/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",100581138,"None","","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"176","Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",134.85,"08/01/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",102108052,"Covered","","","","","","","","","","","UROLOGY","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"177","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",59.3,"10/12/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308602,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"178","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",180,"09/18/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102307446,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"179","Covered Recipient Teaching Hospital",500025,1023,"Swedish Health Services","500 17th Ave","","Seattle","WA","98124","TEI Biosciences Inc",100000026240,"TEI Biosciences Inc","MA","United States",467.4,"08/01/2013",1,"Cash or cash equivalent","Food and Beverage","","","","","No Third Party Payment","","","","","No",105434630,"Covered","SurgiMend","","","","","","","","","","SurgiMend","","","","","500 17th Ave, Seattle, WA 98124",-122.3101639,47.6072783
"180","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",12.16,"10/29/2013",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",105374446,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"181","Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",992.15,"11/21/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102307902,"Covered","","","","","","","","","","","Controls","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"182","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",80,"10/10/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102307756,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"183","Covered Recipient Teaching Hospital",500008,1039,"UNIVERSITY OF WASHINGTON","1963 NE PACIFIC ST","","SEATTLE","WA","98195","GE Healthcare",100000005511,"GE Healthcare","WI","United States",1000,"09/11/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",101955182,"Covered","","","","","","","","","","","COMPUTED TOMOGRAPHY","","","","","1963 NE PACIFIC ST, SEATTLE, WA 98195",-122.3074446,47.650473
"184","Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",168.77,"12/11/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",102308636,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"185","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 Ne Pacific St","","Seattle","WA","98195","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",1500,"09/29/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","Exhibit Display Fee","No",101173566,"Covered","FASLODEX","","","","","0003100720","","","","","","","","","","1959 Ne Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"186","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","PO BOX 351653","","SEATTLE","WA","98195","Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC","NJ","United States",1500,"09/28/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",101597168,"Covered","AFLIBERCEPT","JEVTANA","ELITEK","","","0024-5840-01","0024-5824-11","0024-5151-75","","","","","","","","PO BOX 351653, SEATTLE, WA 98195",-122.3084023,47.6508882
"187","Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE PACIFIC ST","GASTROENTEROLOGY SOCIETY, BOX 356424","SEATTLE","WA","98195","Salix Pharmaceuticals, Ltd",100000010796,"Salix Pharmaceuticals, Ltd","NC","United States",500,"10/25/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",104024446,"None","","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
